PROD_EST,COBERTURA,ANIO,ID_ENTIDAD,ID_MUNICIPIO,AUTO_OFICIAL,AUTO_PUBLICO,AUTO_PARTICULAR,CAM_PAS_OFICIAL,CAM_PAS_PUBLICO,CAM_PAS_PARTICULAR,CYC_CARGA_OFICIAL,CYC_CARGA_PUBLICO,CYC_CARGA_PARTICULAR,MOTO_OFICIAL,MOTO_DE_ALQUILER,MOTO_PARTICULAR,ESTATUS
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	002",0,0,246,0,5,0,8,2,378,0,0,4,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	003",0,0,293,0,0,0,4,0,659,0,0,0,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	004",7,28,6559,2,21,26,11,98,5046,0,0,154,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	005",368,7043,212732,2,1031,309,1133,1637,87158,276,0,25987,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	006",5,0,1008,0,0,0,3,0,1426,0,0,121,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	007",192,3780,190250,5,944,193,424,935,65296,62,0,10914,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	008",6,22,7220,0,37,9,7,49,6082,0,0,163,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	009",2,1,1569,0,3,1,10,2,2069,0,0,26,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	010",10,0,784,0,0,0,8,0,1161,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	011",1,1,554,0,0,2,3,0,1176,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	012",61,902,39662,0,247,32,176,139,14390,52,0,3253,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	013",10,56,4958,0,2,9,17,13,3815,1,0,66,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	014",5,0,820,1,5,1,34,1,1498,0,0,36,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	015",2,0,2525,0,29,2,4,8,2309,0,0,54,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	016",2,33,2925,0,16,1,14,16,2626,0,0,68,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	017",4,1,3017,0,1,6,13,0,3358,0,0,25,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	018",1,2,2269,0,6,1,1,4,2844,0,0,33,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	019",0,0,90,0,0,0,0,0,310,0,0,1,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	020",5,6,2364,0,3,4,3,8,2463,0,0,39,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	021",0,1,1355,0,12,2,3,2,1561,0,0,25,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	022",8,72,8488,0,8,13,15,5,5585,0,0,235,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	023",2,54,8234,0,41,16,17,120,6167,4,0,586,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	024",5,19,1904,0,3,3,5,8,2370,0,0,43,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	025",0,0,329,0,0,0,4,0,636,0,0,3,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	026",0,3,1227,0,38,2,0,43,1946,0,0,499,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	027",3,0,375,0,0,0,1,0,563,0,0,19,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	028",1,7,2855,0,3,11,6,0,3444,0,0,49,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	029",1,0,580,0,0,1,1,0,697,0,0,2,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	030",3,0,224,0,0,0,3,0,361,0,0,8,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	031",0,0,1111,0,0,1,0,0,1457,0,0,78,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	032",5,80,10376,1,26,12,9,76,9340,0,0,202,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	033",0,8,1638,0,0,1,1,0,1656,0,0,77,Cifras Definitivas
Vehículos de motor registrados en circulación. Anual,Municipal,2024,"	10","	034",0,30,15225,0,11,3,20,4,8132,0,0,854,Cifras Definitivas
